10	128
0	-0.002682	0.000190	0.002404	-0.003750	0.000098	-0.001140	0.003566	-0.002220	-0.000414	0.002035	-0.002716	-0.002031	-0.003360	-0.002926	0.003227	0.003846	0.003746	-0.001968	0.000083	0.002716	0.001657	0.000993	-0.001871	-0.001653	0.002069	0.000375	-0.000284	0.001752	0.002631	0.001150	-0.000098	-0.001359	-0.001612	-0.003173	0.001501	-0.002580	-0.000143	0.002174	-0.002341	-0.000921	0.001140	0.001389	-0.001522	-0.002451	0.001867	0.000738	-0.001853	0.001138	0.000081	0.001700	-0.002167	0.002086	0.002189	-0.002414	0.001145	0.003310	-0.002693	0.000962	0.003492	-0.000028	-0.001122	-0.003514	0.000712	0.003322	0.001792	-0.001506	-0.003780	0.000112	-0.003867	-0.003567	0.002168	-0.002037	-0.001238	0.001249	-0.003607	-0.000297	0.003343	-0.002174	0.001675	-0.002782	-0.000158	-0.001605	0.000706	-0.000948	-0.000826	-0.002153	-0.001616	0.002149	-0.000740	-0.000312	0.000112	-0.001100	-0.003053	-0.003215	-0.003331	0.003614	0.003349	-0.003621	-0.003839	-0.003852	-0.001751	0.003199	0.000136	0.001370	-0.002827	-0.001977	0.003447	0.000116	0.002845	-0.000568	-0.002916	0.000905	0.002223	0.001630	0.001666	0.003796	-0.001902	-0.002675	-0.001247	-0.001901	0.001879	-0.003543	0.001147	-0.000317	-0.003796	0.002284	0.001699	0.003462	
1	-0.000774	-0.000050	0.003274	-0.000330	0.001310	0.001468	0.000693	0.003518	-0.002140	0.003787	0.001814	0.002327	-0.002307	0.003889	0.002498	0.000601	0.001905	0.001012	0.003683	-0.000512	-0.002480	0.001803	0.002948	-0.001331	0.001555	-0.001584	0.002726	-0.002514	0.002485	-0.001066	-0.002678	0.001792	-0.003010	-0.003128	-0.000449	0.000857	-0.002145	0.000984	-0.000772	-0.001520	-0.003859	-0.002712	-0.001863	-0.002679	0.003379	0.001228	0.000815	0.000301	-0.003527	0.000576	-0.002189	-0.001300	0.002082	-0.000172	0.000724	0.000792	-0.001618	0.001708	-0.003798	-0.000495	0.003890	0.002084	-0.003489	-0.000242	-0.002147	0.001405	0.002696	0.003045	-0.000100	-0.003247	-0.003852	0.002420	0.001504	-0.003012	0.000117	-0.003249	-0.003051	0.002260	0.001056	-0.002376	-0.001794	0.000477	0.000919	0.001153	-0.001780	-0.001984	-0.002464	-0.003024	-0.002395	0.000321	-0.000575	-0.000477	0.002884	-0.003746	-0.000301	-0.000194	-0.003206	0.001733	0.003875	0.001548	0.000373	-0.000885	-0.000947	0.001750	-0.000643	-0.002151	0.002974	0.003686	0.000263	0.002220	-0.002600	-0.002252	0.002808	0.003179	0.000681	-0.001981	0.002103	0.001931	0.000060	0.003034	-0.000415	0.003666	-0.002295	0.001498	0.001945	-0.003621	-0.000782	-0.003230	
2	-0.002892	0.003694	-0.003361	-0.003413	0.000247	-0.002610	0.001229	0.003282	-0.002441	0.003398	-0.002926	0.001818	-0.000301	-0.003484	-0.001101	0.002950	0.003151	-0.002116	-0.001718	-0.003881	0.000952	-0.001341	0.001454	-0.002424	-0.002960	0.003164	-0.000031	-0.002172	-0.000031	-0.001654	0.002992	0.001083	0.002856	-0.000915	-0.002976	0.000201	0.002553	0.002626	-0.001440	0.001855	0.000257	-0.003649	0.001214	0.000027	-0.002085	0.003870	-0.000230	-0.002747	0.002456	0.002445	0.001018	0.000287	0.003162	-0.001093	0.001379	0.002115	0.002986	0.003317	-0.002650	-0.001616	-0.003628	0.002370	-0.003114	-0.001899	-0.001842	0.001134	0.002753	0.000870	-0.001618	-0.001993	0.000614	-0.003164	-0.000340	0.002974	-0.000787	0.002189	-0.000875	-0.000983	0.000126	0.002167	-0.002346	0.001129	0.002061	-0.003120	0.000778	0.000599	-0.003884	0.002822	0.002641	-0.003861	-0.001222	0.002764	-0.002662	-0.003492	-0.000711	-0.000902	0.002507	-0.001168	-0.001065	0.003043	-0.002694	0.003563	0.000014	-0.000278	-0.002248	0.000326	0.001095	0.001201	0.000659	-0.002822	0.002155	0.001392	-0.001385	-0.003014	-0.001819	-0.002383	-0.002778	-0.001175	-0.003593	0.003180	-0.000977	-0.001591	0.001851	0.002100	-0.000428	0.000309	0.001174	-0.001623	
3	-0.003056	-0.001621	0.003510	-0.002045	-0.003599	-0.000468	0.002802	-0.002753	-0.001748	0.001441	0.002293	0.001223	0.002497	0.002895	0.000410	0.001936	0.003778	0.001567	0.000360	-0.001211	-0.003587	0.001878	-0.003174	0.003784	0.001451	0.003200	-0.001632	-0.000012	-0.001289	-0.001317	0.000982	0.003788	0.001727	-0.001549	0.000700	0.000929	-0.001634	-0.001499	-0.000516	-0.001872	0.002687	-0.003410	0.002793	0.002570	0.003333	0.003405	-0.002602	0.000617	-0.000901	0.000646	0.003309	-0.002194	-0.001894	0.001202	0.000753	0.003025	-0.001047	-0.002468	-0.002969	-0.001999	0.000184	0.001552	-0.002678	0.000680	0.001044	-0.000443	0.000787	0.000242	0.001627	0.001651	0.001847	0.001928	-0.000513	0.000644	-0.002253	0.002234	0.000751	-0.000923	0.000974	0.002690	-0.001658	0.002917	0.002144	-0.001362	-0.003373	-0.001553	0.003131	-0.002287	-0.002698	-0.001807	-0.003512	0.001430	0.002364	0.003108	-0.000313	-0.001108	0.003659	0.002906	0.003324	-0.003815	0.002567	-0.002546	0.001516	0.002252	-0.000896	0.003102	-0.001825	0.001129	-0.003128	0.001604	0.003324	0.003435	-0.000925	-0.003906	-0.000510	-0.002908	0.000502	0.001802	0.003323	0.001314	0.000455	-0.002585	-0.003889	0.000210	0.001154	-0.001333	0.001617	0.001947	
4	0.003898	0.002120	0.000203	0.003677	-0.000487	0.002969	-0.000472	0.002977	0.000441	-0.000913	-0.002624	0.003652	0.000573	-0.003341	0.000621	0.001007	0.001304	-0.001431	0.001713	0.000769	-0.000672	-0.002326	-0.003037	-0.003878	-0.000908	0.002922	-0.002497	-0.002959	-0.000826	-0.003194	0.000138	-0.001264	-0.003522	0.001227	0.000614	0.000752	-0.001116	-0.002180	-0.002102	0.001169	0.000925	0.001451	-0.002491	0.001372	0.000402	-0.001371	0.002309	-0.003649	0.001075	-0.000416	0.001859	-0.000175	0.002044	0.003254	-0.003446	0.003385	0.003121	-0.001701	-0.000298	0.003222	-0.002336	0.001421	-0.001999	-0.002587	0.000298	-0.001805	-0.001395	0.002510	0.002501	0.000869	0.001904	-0.001741	0.001203	-0.002259	-0.000370	0.001443	0.001081	-0.003145	0.000019	0.001838	0.001232	-0.002087	-0.001685	0.002886	0.003137	-0.002921	-0.001650	0.003861	0.001357	-0.002409	-0.003169	0.002236	-0.001459	0.003121	0.000796	0.003366	0.000069	-0.001679	-0.003131	0.003018	-0.002164	-0.002440	-0.003766	-0.002526	0.002171	0.002688	-0.002229	0.003789	0.003523	-0.002089	0.000445	0.002252	0.002870	-0.002696	-0.001453	-0.003116	0.002350	0.002559	0.000532	-0.000097	0.002663	-0.003619	0.002070	-0.000818	-0.003669	-0.000550	0.003384	-0.000203	
6	0.000101	0.002109	-0.002405	0.002742	0.003366	-0.001325	-0.000793	-0.000532	-0.002581	-0.001026	-0.003324	0.002029	-0.003500	0.003305	0.001464	0.001936	-0.002625	-0.002098	-0.000223	-0.002079	0.001359	0.001443	0.000599	-0.001317	0.003461	0.000595	0.001778	-0.001090	0.000851	0.003394	0.000450	-0.002843	0.003801	-0.002877	0.000743	0.002577	-0.001217	0.000878	0.000257	0.003278	0.000145	0.000929	0.001307	-0.002413	-0.000044	0.000697	0.002914	0.000142	-0.002781	0.003868	-0.000480	-0.000264	-0.001314	0.000832	0.000497	-0.000406	-0.000189	-0.002320	0.003244	-0.002416	0.001561	-0.001461	0.000696	-0.000185	0.003371	-0.001306	0.000210	0.001850	-0.000254	0.003606	-0.003153	0.003420	0.000785	0.000226	-0.001498	0.002869	0.000308	-0.000880	0.001343	0.001302	-0.002173	0.001011	0.002969	-0.003092	0.002978	-0.000155	0.001176	0.001312	-0.001194	-0.000437	0.002961	-0.002810	-0.000346	-0.000632	0.000495	-0.003100	-0.002436	0.001369	0.002352	0.001087	-0.000370	-0.001092	0.000933	-0.001297	-0.003803	-0.000647	-0.000403	-0.000862	0.000597	-0.003845	-0.001969	0.001772	0.002771	-0.003659	-0.003278	-0.003434	0.000776	-0.000829	-0.003378	0.000458	0.001590	-0.001708	-0.000835	0.000260	-0.000879	-0.000674	-0.000588	0.002380	
7	0.002649	-0.000779	0.001275	-0.001823	0.001726	-0.002117	0.002459	0.000934	0.003178	-0.001608	0.003516	-0.003176	-0.002673	0.000734	-0.003128	0.002603	0.002578	-0.003327	0.000723	0.001371	0.001075	0.001196	0.000728	-0.002436	0.003252	-0.002635	-0.002820	-0.001369	-0.001884	0.000653	-0.000577	-0.000697	0.001624	-0.003504	-0.001079	-0.003359	0.002460	-0.003049	-0.002697	0.001453	-0.000776	0.001565	0.002961	-0.000824	0.000411	0.001076	0.001284	0.002599	-0.000679	-0.003447	0.002739	0.003002	-0.000763	0.002855	-0.002011	-0.000096	-0.001774	0.000985	-0.003118	-0.003635	-0.001347	0.001972	-0.003453	0.002465	-0.001191	-0.002230	0.002719	-0.001219	-0.003295	0.002871	0.002247	0.002038	-0.002891	-0.001466	-0.000518	-0.003417	-0.000730	0.001932	-0.003676	-0.001461	0.000054	0.002598	-0.002557	0.002389	0.001366	-0.000110	0.001465	-0.000267	0.000254	-0.002060	0.003802	-0.000574	0.000253	-0.002470	-0.002326	0.003132	-0.001663	0.003576	-0.001632	-0.002748	0.002819	0.003261	0.001513	0.001077	-0.002774	0.001871	-0.000326	0.000121	-0.003567	0.002493	-0.002394	-0.001516	-0.000859	-0.001820	-0.000249	-0.003261	-0.000404	0.001504	-0.001272	0.002345	-0.002182	-0.001087	-0.000147	-0.000475	0.000534	0.000493	0.000101	0.000065	
8	0.000880	0.003059	0.003049	0.000311	-0.001685	0.003073	0.001439	-0.001710	-0.003100	-0.002092	-0.003496	-0.002852	0.003906	-0.002497	0.000241	0.003323	0.003039	0.001040	0.003471	-0.000133	-0.001194	-0.001896	0.001301	-0.000496	0.002827	-0.001766	0.000806	0.003374	-0.002725	-0.001832	0.002578	-0.003864	-0.002259	-0.003489	-0.001529	-0.003134	0.001243	0.001364	0.000433	0.002420	-0.001077	0.000530	0.001198	0.001610	0.003431	0.002026	-0.000684	0.000118	-0.001976	-0.003326	0.003536	0.003651	0.000475	-0.003049	-0.003759	0.002306	0.003489	-0.002529	0.000892	-0.000532	0.003042	-0.001579	0.003043	0.003329	-0.002299	0.002025	-0.001951	-0.001094	-0.002414	-0.002609	0.003488	-0.003151	-0.003271	0.003463	-0.003864	-0.003538	0.002519	0.003392	0.002000	-0.003081	0.002175	0.002445	-0.002508	0.001951	-0.000307	-0.002402	-0.002536	0.002567	-0.000334	0.001196	0.000166	-0.003099	0.001914	-0.002189	0.002369	0.002934	0.000996	0.000969	-0.002453	0.003323	0.000358	0.000999	0.000157	-0.002484	0.001915	-0.000181	-0.001542	-0.001387	0.002244	-0.000211	-0.003659	0.001138	0.003381	-0.003633	0.001275	-0.002795	0.003050	-0.002771	-0.003030	-0.000852	-0.003856	0.001873	-0.003247	0.001701	-0.003473	0.003506	-0.000017	0.001057	
9	-0.001594	-0.001693	-0.001181	-0.000975	0.001864	-0.001169	0.003211	0.002234	-0.002921	0.000660	0.000168	0.000158	-0.002310	-0.002632	0.002010	0.002916	-0.003305	-0.002159	-0.000383	-0.000141	-0.002464	0.000253	-0.001650	0.003583	-0.002316	0.002848	-0.000059	0.003191	-0.003339	0.001240	-0.000825	0.002213	-0.000204	-0.000330	0.003037	0.003310	-0.003622	0.002205	-0.003792	0.001546	0.001710	-0.003897	-0.001459	0.002882	0.002341	0.002152	0.000875	-0.003026	-0.000728	0.001100	0.003507	-0.002471	0.000425	-0.000988	-0.001220	0.001086	-0.002951	-0.002917	-0.003355	0.002452	0.001146	0.002417	0.003480	0.000207	0.000177	-0.001890	-0.001904	-0.003563	-0.000128	-0.000188	-0.003113	0.003759	-0.000953	0.002095	0.001170	0.000212	0.000607	0.002729	0.000779	0.003035	0.003409	0.002135	-0.001095	-0.000791	-0.000222	0.002804	-0.003557	0.003065	0.001097	-0.002194	-0.001685	0.000784	0.003672	0.002175	0.001348	-0.002408	-0.001860	0.001077	0.001795	0.001373	-0.000303	-0.001038	0.003089	-0.002004	0.000239	-0.003184	0.000676	0.001068	0.000138	0.000178	-0.003030	-0.002702	0.003761	0.001153	0.002851	0.002102	-0.001465	-0.000938	-0.001374	0.001689	-0.003563	0.000297	-0.002863	0.000623	-0.003638	0.002915	-0.000477	0.000757	
10	0.001075	-0.001153	-0.003405	0.002033	0.001094	0.001458	-0.000137	-0.001504	-0.000036	-0.001997	-0.002530	-0.003295	0.003047	-0.000846	-0.001529	0.002586	0.001170	0.001181	-0.001279	-0.001524	0.000852	-0.003222	0.002154	0.003273	0.002294	-0.000059	0.002642	0.000954	-0.003064	0.002045	-0.001997	0.002144	0.002853	0.002194	-0.000183	-0.002581	-0.001895	0.001715	-0.000936	-0.001469	0.002359	-0.003862	0.003008	0.000370	0.002454	0.002304	0.000757	-0.000080	-0.003770	0.000760	0.003118	-0.000328	0.000954	-0.002352	-0.003835	0.003638	0.002857	-0.002129	-0.000830	0.001980	-0.001238	-0.002429	-0.003469	0.000643	-0.000774	0.001434	-0.003334	-0.003720	0.003308	0.002010	-0.001759	0.002697	-0.002836	-0.002952	-0.002920	-0.002522	0.003293	0.002590	-0.002820	-0.003108	-0.002796	-0.003684	-0.000445	-0.001041	-0.001622	-0.002864	0.003592	0.001656	0.001696	-0.001177	-0.002499	0.003654	0.003584	0.000959	-0.003349	0.003292	0.001943	-0.000524	-0.000932	0.002891	0.002788	0.000902	-0.002020	-0.003714	0.000186	-0.000286	0.002937	0.001876	0.003313	0.002273	0.001776	-0.003202	0.000448	-0.000165	-0.001347	0.003825	-0.003629	0.003429	-0.003076	0.000370	0.001784	-0.001959	0.003344	-0.000715	0.002146	-0.001915	-0.001860	0.000351	
